candidate_rank,asset_id,path,rank_score,flatness_ratio,panel_aspect_ratio,extent_x,extent_y,extent_z,faces,vertices,meshes,materials,textures,images,image_width_max,image_height_max,geometry_flags,technical_flags,reject_flags,raw_metadata_json
152,B072JC983T,T/B072JC983T.glb,13.0000,0.004688,1.315303,3.204868,0.015024,2.436601,5000,2774,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:5000;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072JC983T"",""extent_x"":""3.2048680782318115"",""extent_y"":""0.015023627318441868"",""extent_z"":""2.4366012811660767"",""faces"":""5000"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B072JC983T.glb"",""textures"":""3"",""vertices"":""2774""}"
153,B072JC9844,4/B072JC9844.glb,13.0000,0.003803,1.375028,3.352886,0.01275,2.438413,576,358,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:576;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072JC9844"",""extent_x"":""3.352886199951172"",""extent_y"":""0.012750372290611267"",""extent_z"":""2.4384125471115112"",""faces"":""576"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B072JC9844.glb"",""textures"":""3"",""vertices"":""358""}"
154,B072JC9KTP,P/B072JC9KTP.glb,13.0000,0.005702,1.412610,2.260349,0.012888,1.600123,3538,1987,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:3538;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072JC9KTP"",""extent_x"":""2.2603485584259033"",""extent_y"":""0.01288789324462414"",""extent_z"":""1.6001225113868713"",""faces"":""3538"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""P/B072JC9KTP.glb"",""textures"":""3"",""vertices"":""1987""}"
155,B072JC9KX4,4/B072JC9KX4.glb,13.0000,0.004187,1.249704,3.047615,0.012759,2.438669,105792,84986,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:105792;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072JC9KX4"",""extent_x"":""3.0476149320602417"",""extent_y"":""0.012758852913975717"",""extent_z"":""2.4386686086654663"",""faces"":""105792"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B072JC9KX4.glb"",""textures"":""3"",""vertices"":""84986""}"
156,B072JC9KZC,C/B072JC9KZC.glb,13.0000,0.005706,1.533333,1.7526,0.01,1.143,4800,2594,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:4800;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072JC9KZC"",""extent_x"":""1.7525998950004578"",""extent_y"":""0.009999999776482584"",""extent_z"":""1.1430000066757202"",""faces"":""4800"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B072JC9KZC.glb"",""textures"":""3"",""vertices"":""2594""}"
157,B072LXZ641,1/B072LXZ641.glb,13.0000,0.003923,1.604104,2.429528,0.009532,1.51457,1328,754,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1328;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072LXZ641"",""extent_x"":""2.429527997970581"",""extent_y"":""0.009531905874609949"",""extent_z"":""1.5145703554153442"",""faces"":""1328"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B072LXZ641.glb"",""textures"":""3"",""vertices"":""754""}"
158,B072LXZ653,3/B072LXZ653.glb,13.0000,0.003477,1.599531,2.445951,0.008504,1.529167,2164,1168,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2164;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072LXZ653"",""extent_x"":""2.445950984954834"",""extent_y"":""0.00850391946732998"",""extent_z"":""1.5291674137115479"",""faces"":""2164"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B072LXZ653.glb"",""textures"":""3"",""vertices"":""1168""}"
159,B072LY32T7,7/B072LY32T7.glb,13.0000,0.008162,1.479735,1.250275,0.0151,1.850075,4610,2861,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:4610;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072LY32T7"",""extent_x"":""1.250274896621704"",""extent_y"":""0.015100176446139814"",""extent_z"":""1.850075125694275"",""faces"":""4610"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B072LY32T7.glb"",""textures"":""3"",""vertices"":""2861""}"
160,B072LY32TR,R/B072LY32TR.glb,13.0000,0.005955,1.401033,2.132779,0.0127,1.52229,1256,674,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1256;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072LY32TR"",""extent_x"":""2.132778525352478"",""extent_y"":""0.012699999846518041"",""extent_z"":""1.5222899913787842"",""faces"":""1256"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""R/B072LY32TR.glb"",""textures"":""3"",""vertices"":""674""}"
161,B072LY33WR,R/B072LY33WR.glb,13.0000,0.005391,1.374281,3.342155,0.018016,2.43193,6964,5159,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:6964;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072LY33WR"",""extent_x"":""3.342154860496521"",""extent_y"":""0.018016207963228226"",""extent_z"":""2.431929588317871"",""faces"":""6964"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""R/B072LY33WR.glb"",""textures"":""3"",""vertices"":""5159""}"
162,B072LY33XF,F/B072LY33XF.glb,13.0000,0.004687,1.400000,2.1336,0.01,1.524,4800,2594,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:4800;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072LY33XF"",""extent_x"":""2.133599877357483"",""extent_y"":""0.009999999776482584"",""extent_z"":""1.5239999294281006"",""faces"":""4800"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B072LY33XF.glb"",""textures"":""3"",""vertices"":""2594""}"
163,B072LY342X,X/B072LY342X.glb,13.0000,0.005862,1.234512,3.03884,0.017813,2.461571,4160,2282,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:4160;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072LY342X"",""extent_x"":""3.0388399362564087"",""extent_y"":""0.01781332865357399"",""extent_z"":""2.461571216583252"",""faces"":""4160"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B072LY342X.glb"",""textures"":""3"",""vertices"":""2282""}"
164,B072PVT8Z8,8/B072PVT8Z8.glb,13.0000,0.007520,1.569740,1.667226,0.012537,1.062103,7468,4178,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:7468;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PVT8Z8"",""extent_x"":""1.6672258973121643"",""extent_y"":""0.012536969035863876"",""extent_z"":""1.0621029138565063"",""faces"":""7468"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B072PVT8Z8.glb"",""textures"":""3"",""vertices"":""4178""}"
165,B072PW7DQN,N/B072PW7DQN.glb,13.0000,0.007291,2.999741,2.438505,0.01778,0.812905,2964,1604,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2964;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PW7DQN"",""extent_x"":""2.438504934310913"",""extent_y"":""0.0177800003439188"",""extent_z"":""0.8129051625728607"",""faces"":""2964"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B072PW7DQN.glb"",""textures"":""3"",""vertices"":""1604""}"
166,B072PW7DW9,9/B072PW7DW9.glb,13.0000,0.003902,1.595601,2.439848,0.009519,1.529109,21237,20752,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:21237;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PW7DW9"",""extent_x"":""2.4398481845855713"",""extent_y"":""0.009519249200820925"",""extent_z"":""1.5291094779968262"",""faces"":""21237"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""9/B072PW7DW9.glb"",""textures"":""3"",""vertices"":""20752""}"
167,B072PW7DXX,X/B072PW7DXX.glb,13.0000,0.003385,1.383458,2.18385,0.007392,1.578545,1236,666,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1236;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PW7DXX"",""extent_x"":""2.1838499307632446"",""extent_y"":""0.007391523569822312"",""extent_z"":""1.5785449147224426"",""faces"":""1236"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B072PW7DXX.glb"",""textures"":""3"",""vertices"":""666""}"
168,B072PX31T8,8/B072PX31T8.glb,13.0000,0.007011,1.502348,1.840139,0.012902,1.224842,4610,2969,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:4610;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PX31T8"",""extent_x"":""1.840138554573059"",""extent_y"":""0.012902065180242062"",""extent_z"":""1.224842131137848"",""faces"":""4610"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B072PX31T8.glb"",""textures"":""3"",""vertices"":""2969""}"
169,B072PX4GR1,1/B072PX4GR1.glb,13.0000,0.003799,1.250000,3.048,0.011581,2.4384,1654,971,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1654;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PX4GR1"",""extent_x"":""3.047999858856201"",""extent_y"":""0.01158053055405617"",""extent_z"":""2.4384000301361084"",""faces"":""1654"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B072PX4GR1.glb"",""textures"":""3"",""vertices"":""971""}"
170,B072PXBV55,5/B072PXBV55.glb,13.0000,0.004835,1.251761,2.945183,0.01424,2.352833,3072,1734,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:3072;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PXBV55"",""extent_x"":""2.9451831579208374"",""extent_y"":""0.0142404455691576"",""extent_z"":""2.352832555770874"",""faces"":""3072"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""5/B072PXBV55.glb"",""textures"":""3"",""vertices"":""1734""}"
171,B072PXBV6F,F/B072PXBV6F.glb,13.0000,0.009348,1.257847,2.93292,0.027416,2.331699,11226,6448,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:11226;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PXBV6F"",""extent_x"":""2.932919502258301"",""extent_y"":""0.027416285127401355"",""extent_z"":""2.3316988945007324"",""faces"":""11226"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B072PXBV6F.glb"",""textures"":""3"",""vertices"":""6448""}"
172,B072PXBV6W,W/B072PXBV6W.glb,13.0000,0.003094,1.270749,2.938658,0.009093,2.31254,3208,1712,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:3208;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PXBV6W"",""extent_x"":""2.938657760620117"",""extent_y"":""0.009092600084841251"",""extent_z"":""2.31253981590271"",""faces"":""3208"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B072PXBV6W.glb"",""textures"":""3"",""vertices"":""1712""}"
173,B072PXBV7X,X/B072PXBV7X.glb,13.0000,0.004415,1.482966,1.813439,0.008007,1.222846,5192,6489,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:5192;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B072PXBV7X"",""extent_x"":""1.8134390115737915"",""extent_y"":""0.008006584830582142"",""extent_z"":""1.2228463292121887"",""faces"":""5192"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B072PXBV7X.glb"",""textures"":""3"",""vertices"":""6489""}"
174,B0732D26B2,2/B0732D26B2.glb,13.0000,0.003713,1.481244,1.815279,0.006741,1.22551,2720,1542,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2720;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732D26B2"",""extent_x"":""1.8152794241905212"",""extent_y"":""0.006740877404808999"",""extent_z"":""1.2255099415779114"",""faces"":""2720"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""2/B0732D26B2.glb"",""textures"":""3"",""vertices"":""1542""}"
175,B0732D26BZ,Z/B0732D26BZ.glb,13.0000,0.005662,1.600000,2.4384,0.013807,1.524,2928,1694,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:2928;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732D26BZ"",""extent_x"":""2.438399910926819"",""extent_y"":""0.01380709931254387"",""extent_z"":""1.5239999294281006"",""faces"":""2928"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B0732D26BZ.glb"",""textures"":""3"",""vertices"":""1694""}"
176,B0732D26C3,3/B0732D26C3.glb,13.0000,0.006049,1.224511,2.975647,0.018,2.430069,1092,616,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1092;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732D26C3"",""extent_x"":""2.97564697265625"",""extent_y"":""0.018000002950429916"",""extent_z"":""2.4300694465637207"",""faces"":""1092"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B0732D26C3.glb"",""textures"":""3"",""vertices"":""616""}"
177,B0732DDNKH,H/B0732DDNKH.glb,13.0000,0.003916,1.381679,3.306859,0.012951,2.393364,716,448,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:716;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732DDNKH"",""extent_x"":""3.3068593740463257"",""extent_y"":""0.012950761243700983"",""extent_z"":""2.39336359500885"",""faces"":""716"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""H/B0732DDNKH.glb"",""textures"":""3"",""vertices"":""448""}"
178,B0732DDNLY,Y/B0732DDNLY.glb,13.0000,0.007089,3.194311,2.439486,0.017294,0.763697,676,395,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:676;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732DDNLY"",""extent_x"":""2.439486026763916"",""extent_y"":""0.01729436218738556"",""extent_z"":""0.7636971473693848"",""faces"":""676"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B0732DDNLY.glb"",""textures"":""3"",""vertices"":""395""}"
179,B0732DDNMQ,Q/B0732DDNMQ.glb,13.0000,0.007550,1.500000,1.8288,0.013807,1.2192,2832,1602,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:2832;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732DDNMQ"",""extent_x"":""1.8288000226020813"",""extent_y"":""0.01380709931254387"",""extent_z"":""1.2192000150680542"",""faces"":""2832"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Q/B0732DDNMQ.glb"",""textures"":""3"",""vertices"":""1602""}"
180,B0732DWG74,4/B0732DWG74.glb,13.0000,0.005065,3.201378,2.430147,0.012308,0.759094,1712,974,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1712;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732DWG74"",""extent_x"":""2.4301466941833496"",""extent_y"":""0.01230802107602358"",""extent_z"":""0.7590939402580261"",""faces"":""1712"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B0732DWG74.glb"",""textures"":""3"",""vertices"":""974""}"
181,B0732DWG8K,K/B0732DWG8K.glb,13.0000,0.005211,2.702526,2.471106,0.012877,0.914369,736,504,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:736;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732DWG8K"",""extent_x"":""2.4711062908172607"",""extent_y"":""0.012877099215984346"",""extent_z"":""0.9143691658973694"",""faces"":""736"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""K/B0732DWG8K.glb"",""textures"":""3"",""vertices"":""504""}"
182,B0732FTB3W,W/B0732FTB3W.glb,13.0000,0.013967,1.602979,2.438459,0.034058,1.521204,9500,4949,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:9500;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732FTB3W"",""extent_x"":""2.4384586811065674"",""extent_y"":""0.034058119803667075"",""extent_z"":""1.5212042331695557"",""faces"":""9500"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B0732FTB3W.glb"",""textures"":""3"",""vertices"":""4949""}"
183,B0732FTB61,1/B0732FTB61.glb,13.0000,0.006959,1.257824,3.057297,0.021275,2.430624,848,474,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:848;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732FTB61"",""extent_x"":""3.0572973489761353"",""extent_y"":""0.021275099366903305"",""extent_z"":""2.4306238889694214"",""faces"":""848"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B0732FTB61.glb"",""textures"":""3"",""vertices"":""474""}"
184,B0732FTB7M,M/B0732FTB7M.glb,13.0000,0.004460,1.250139,3.048141,0.013595,2.438242,1152,663,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1152;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732FTB7M"",""extent_x"":""3.0481414794921875"",""extent_y"":""0.013594849035143852"",""extent_z"":""2.438241720199585"",""faces"":""1152"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B0732FTB7M.glb"",""textures"":""3"",""vertices"":""663""}"
185,B0732FVYR7,7/B0732FVYR7.glb,13.0000,0.003163,1.238061,3.036793,0.009605,2.452861,4992,2741,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:4992;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732FVYR7"",""extent_x"":""3.036792516708374"",""extent_y"":""0.009605069644749166"",""extent_z"":""2.4528614282608032"",""faces"":""4992"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B0732FVYR7.glb"",""textures"":""3"",""vertices"":""2741""}"
186,B0732GFWJF,F/B0732GFWJF.glb,13.0000,0.008750,1.588159,2.442719,0.021374,1.538083,1868,1030,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1868;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732GFWJF"",""extent_x"":""2.442719340324402"",""extent_y"":""0.021374395117163658"",""extent_z"":""1.5380825400352478"",""faces"":""1868"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B0732GFWJF.glb"",""textures"":""3"",""vertices"":""1030""}"
187,B0732GQW2Q,Q/B0732GQW2Q.glb,13.0000,0.003758,1.512298,1.918302,0.007209,1.268468,3444,1917,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:3444;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732GQW2Q"",""extent_x"":""1.91830176115036"",""extent_y"":""0.007208739873021842"",""extent_z"":""1.2684680223464966"",""faces"":""3444"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Q/B0732GQW2Q.glb"",""textures"":""3"",""vertices"":""1917""}"
188,B0732HD6Y3,3/B0732HD6Y3.glb,13.0000,0.003098,1.498777,1.84999,0.005731,1.234333,4992,2627,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:4992;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732HD6Y3"",""extent_x"":""1.849989891052246"",""extent_y"":""0.005731363315135241"",""extent_z"":""1.2343326807022095"",""faces"":""4992"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B0732HD6Y3.glb"",""textures"":""3"",""vertices"":""2627""}"
189,B0732HNJHX,X/B0732HNJHX.glb,13.0000,0.006049,1.224511,2.975647,0.018,2.430069,1092,616,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1092;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732HNJHX"",""extent_x"":""2.97564697265625"",""extent_y"":""0.017999999225139618"",""extent_z"":""2.4300694465637207"",""faces"":""1092"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B0732HNJHX.glb"",""textures"":""3"",""vertices"":""616""}"
190,B0732HV63M,M/B0732HV63M.glb,13.0000,0.004835,1.603099,2.439688,0.011795,1.521857,2080,1351,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2080;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732HV63M"",""extent_x"":""2.439687967300415"",""extent_y"":""0.01179500948637724"",""extent_z"":""1.5218572616577148"",""faces"":""2080"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B0732HV63M.glb"",""textures"":""3"",""vertices"":""1351""}"
191,B0732HV63Q,Q/B0732HV63Q.glb,13.0000,0.004945,1.583056,2.431391,0.012024,1.535884,1148,708,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1148;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732HV63Q"",""extent_x"":""2.4313905239105225"",""extent_y"":""0.012024407275021076"",""extent_z"":""1.5358840823173523"",""faces"":""1148"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Q/B0732HV63Q.glb"",""textures"":""3"",""vertices"":""708""}"
192,B0732HXZQW,W/B0732HXZQW.glb,13.0000,0.003566,1.261312,3.078091,0.010977,2.440389,2720,1542,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2720;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732HXZQW"",""extent_x"":""3.078091025352478"",""extent_y"":""0.01097679976373911"",""extent_z"":""2.440388560295105"",""faces"":""2720"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B0732HXZQW.glb"",""textures"":""3"",""vertices"":""1542""}"
193,B0732J9VG6,6/B0732J9VG6.glb,13.0000,0.003091,1.502086,1.854073,0.005731,1.234333,5144,2771,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:5144;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0732J9VG6"",""extent_x"":""1.8540732860565186"",""extent_y"":""0.005731363315135241"",""extent_z"":""1.2343326807022095"",""faces"":""5144"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B0732J9VG6.glb"",""textures"":""3"",""vertices"":""2771""}"
