candidate_rank,source,source_file,asset_id,title,description,tags,category,license,file_format,file_size_bytes,face_count,vertex_count,object_count,material_count,texture_count,missing_textures,url_or_path,rank_score,positive_keyword_hits,negative_keyword_hits,technical_flags,auto_reasons,raw_metadata_json
259,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071HSN4ZJ,,,,,,glb,,34896,20137,,1,4,,J/B071HSN4ZJ.glb,5.5000,,,preferred_format:glb;textures:4;materials:1,"technical:preferred_format:glb,textures:4,materials:1","{""3dmodel_id"":""B071HSN4ZJ"",""extent_x"":""0.500935971736908"",""extent_y"":""1.1703624725341797"",""extent_z"":""0.5009360313415527"",""faces"":""34896"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""4"",""materials"":""1"",""meshes"":""1"",""path"":""J/B071HSN4ZJ.glb"",""textures"":""4"",""vertices"":""20137""}"
260,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071HSYZ2P,,,,,,glb,,22602,13778,,1,3,,P/B071HSYZ2P.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071HSYZ2P"",""extent_x"":""0.09804929792881012"",""extent_y"":""0.31388792395591736"",""extent_z"":""0.08445211499929428"",""faces"":""22602"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""P/B071HSYZ2P.glb"",""textures"":""3"",""vertices"":""13778""}"
261,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4SDZZ,,,,,,glb,,1616,950,,1,3,,Z/B071J4SDZZ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4SDZZ"",""extent_x"":""2.9210000038146973"",""extent_y"":""0.03183862939476967"",""extent_z"":""2.311400055885315"",""faces"":""1616"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B071J4SDZZ.glb"",""textures"":""3"",""vertices"":""950""}"
262,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VX5C,,,,,,glb,,3280,1764,,1,3,,C/B071J4VX5C.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VX5C"",""extent_x"":""3.198915958404541"",""extent_y"":""0.036041103303432465"",""extent_z"":""2.4143062829971313"",""faces"":""3280"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B071J4VX5C.glb"",""textures"":""3"",""vertices"":""1764""}"
263,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VX6D,,,,,,glb,,2628,1460,,1,3,,D/B071J4VX6D.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VX6D"",""extent_x"":""2.8672667741775513"",""extent_y"":""0.019995979964733124"",""extent_z"":""2.277445077896118"",""faces"":""2628"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B071J4VX6D.glb"",""textures"":""3"",""vertices"":""1460""}"
264,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VX71,,,,,,glb,,380,216,,1,3,,1/B071J4VX71.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VX71"",""extent_x"":""2.8939592838287354"",""extent_y"":""0.012749999761581423"",""extent_z"":""2.2859628200531006"",""faces"":""380"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B071J4VX71.glb"",""textures"":""3"",""vertices"":""216""}"
265,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VX7B,,,,,,glb,,1248,769,,1,3,,B/B071J4VX7B.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VX7B"",""extent_x"":""2.274892807006836"",""extent_y"":""0.009246832691133024"",""extent_z"":""0.6839339733123779"",""faces"":""1248"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""B/B071J4VX7B.glb"",""textures"":""3"",""vertices"":""769""}"
266,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VX9C,,,,,,glb,,5000,2778,,1,3,,C/B071J4VX9C.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VX9C"",""extent_x"":""2.896968722343445"",""extent_y"":""0.034933727234601974"",""extent_z"":""2.277249574661255"",""faces"":""5000"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B071J4VX9C.glb"",""textures"":""3"",""vertices"":""2778""}"
267,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VX9H,,,,,,glb,,7376,3982,,1,3,,H/B071J4VX9H.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VX9H"",""extent_x"":""1.6759998798370361"",""extent_y"":""0.012999999336898327"",""extent_z"":""1.0669999718666077"",""faces"":""7376"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""H/B071J4VX9H.glb"",""textures"":""3"",""vertices"":""3982""}"
268,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYGH,,,,,,glb,,1776,986,,1,3,,H/B071J4VYGH.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYGH"",""extent_x"":""3.042351007461548"",""extent_y"":""0.021164169535040855"",""extent_z"":""2.456391215324402"",""faces"":""1776"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""H/B071J4VYGH.glb"",""textures"":""3"",""vertices"":""986""}"
269,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYJL,,,,,,glb,,2672,1410,,1,3,,L/B071J4VYJL.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYJL"",""extent_x"":""3.038541078567505"",""extent_y"":""0.019415268674492836"",""extent_z"":""2.419792056083679"",""faces"":""2672"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""L/B071J4VYJL.glb"",""textures"":""3"",""vertices"":""1410""}"
270,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYK1,,,,,,glb,,42752,21666,,1,3,,1/B071J4VYK1.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYK1"",""extent_x"":""3.038346290588379"",""extent_y"":""0.019377083652216243"",""extent_z"":""2.4196369647979736"",""faces"":""42752"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B071J4VYK1.glb"",""textures"":""3"",""vertices"":""21666""}"
271,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYKN,,,,,,glb,,440,310,,1,3,,N/B071J4VYKN.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYKN"",""extent_x"":""2.2896695137023926"",""extent_y"":""0.013942655175924303"",""extent_z"":""0.7002952396869659"",""faces"":""440"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B071J4VYKN.glb"",""textures"":""3"",""vertices"":""310""}"
272,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYKT,,,,,,glb,,3204,1670,,1,3,,T/B071J4VYKT.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYKT"",""extent_x"":""3.200629234313965"",""extent_y"":""0.013610039837658407"",""extent_z"":""2.437237501144409"",""faces"":""3204"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B071J4VYKT.glb"",""textures"":""3"",""vertices"":""1670""}"
273,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYN7,,,,,,glb,,448,350,,1,3,,7/B071J4VYN7.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYN7"",""extent_x"":""2.892068386077881"",""extent_y"":""0.006349999923259021"",""extent_z"":""2.2834465503692627"",""faces"":""448"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B071J4VYN7.glb"",""textures"":""3"",""vertices"":""350""}"
274,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYTS,,,,,,glb,,448,367,,1,3,,S/B071J4VYTS.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYTS"",""extent_x"":""2.2825417518615723"",""extent_y"":""0.006349999923259021"",""extent_z"":""1.521168828010559"",""faces"":""448"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B071J4VYTS.glb"",""textures"":""3"",""vertices"":""367""}"
275,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYW4,,,,,,glb,,3040,1698,,1,3,,4/B071J4VYW4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYW4"",""extent_x"":""3.052694320678711"",""extent_y"":""0.012888888828456404"",""extent_z"":""2.3869200944900513"",""faces"":""3040"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B071J4VYW4.glb"",""textures"":""3"",""vertices"":""1698""}"
276,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYXF,,,,,,glb,,11864,11245,,1,3,,F/B071J4VYXF.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYXF"",""extent_x"":""2.275643825531006"",""extent_y"":""0.014364262111485004"",""extent_z"":""0.6781831681728363"",""faces"":""11864"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B071J4VYXF.glb"",""textures"":""3"",""vertices"":""11245""}"
277,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J4VYXJ,,,,,,glb,,11864,11245,,1,3,,J/B071J4VYXJ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J4VYXJ"",""extent_x"":""2.275643467903137"",""extent_y"":""0.014364262111485004"",""extent_z"":""0.6781830191612244"",""faces"":""11864"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B071J4VYXJ.glb"",""textures"":""3"",""vertices"":""11245""}"
278,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q32J,,,,,,glb,,39820,22079,,1,3,,J/B071J7Q32J.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q32J"",""extent_x"":""1.0397290587425232"",""extent_y"":""0.9550624489784241"",""extent_z"":""0.8627960085868835"",""faces"":""39820"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B071J7Q32J.glb"",""textures"":""3"",""vertices"":""22079""}"
279,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q32K,,,,,,glb,,39668,22249,,1,3,,K/B071J7Q32K.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q32K"",""extent_x"":""1.1470674276351929"",""extent_y"":""1.0437953472137451"",""extent_z"":""0.9386908411979675"",""faces"":""39668"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""K/B071J7Q32K.glb"",""textures"":""3"",""vertices"":""22249""}"
280,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q32V,,,,,,glb,,3772,2494,,1,3,,V/B071J7Q32V.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q32V"",""extent_x"":""0.8431824445724487"",""extent_y"":""0.5036783218383789"",""extent_z"":""0.6187347769737244"",""faces"":""3772"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""V/B071J7Q32V.glb"",""textures"":""3"",""vertices"":""2494""}"
281,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q343,,,,,,glb,,35624,19416,,1,3,,3/B071J7Q343.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q343"",""extent_x"":""0.709758460521698"",""extent_y"":""0.47969698905944824"",""extent_z"":""0.5333454012870789"",""faces"":""35624"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B071J7Q343.glb"",""textures"":""3"",""vertices"":""19416""}"
282,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q379,,,,,,glb,,32112,17717,,1,3,,9/B071J7Q379.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q379"",""extent_x"":""1.204778254032135"",""extent_y"":""0.5218703150749207"",""extent_z"":""1.1902507543563843"",""faces"":""32112"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""9/B071J7Q379.glb"",""textures"":""3"",""vertices"":""17717""}"
283,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q39G,,,,,,glb,,10920,6702,,1,3,,G/B071J7Q39G.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q39G"",""extent_x"":""0.9985011219978333"",""extent_y"":""0.934220552444458"",""extent_z"":""1.0440900921821594"",""faces"":""10920"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B071J7Q39G.glb"",""textures"":""3"",""vertices"":""6702""}"
284,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q3J4,,,,,,glb,,74104,41259,,1,3,,4/B071J7Q3J4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q3J4"",""extent_x"":""2.6944031715393066"",""extent_y"":""0.8466410040855408"",""extent_z"":""1.0759464800357819"",""faces"":""74104"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B071J7Q3J4.glb"",""textures"":""3"",""vertices"":""41259""}"
285,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q3JM,,,,,,glb,,24446,13635,,1,3,,M/B071J7Q3JM.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q3JM"",""extent_x"":""1.97921484708786"",""extent_y"":""0.8770403861999512"",""extent_z"":""1.0420983731746674"",""faces"":""24446"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B071J7Q3JM.glb"",""textures"":""3"",""vertices"":""13635""}"
286,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q6DW,,,,,,glb,,5366,3193,,1,3,,W/B071J7Q6DW.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q6DW"",""extent_x"":""0.718528687953949"",""extent_y"":""0.4560377299785614"",""extent_z"":""0.5196248888969421"",""faces"":""5366"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""W/B071J7Q6DW.glb"",""textures"":""3"",""vertices"":""3193""}"
287,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q6KB,,,,,,glb,,24236,14036,,1,3,,B/B071J7Q6KB.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q6KB"",""extent_x"":""1.7306169271469116"",""extent_y"":""0.9000450968742371"",""extent_z"":""1.0001133680343628"",""faces"":""24236"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""B/B071J7Q6KB.glb"",""textures"":""3"",""vertices"":""14036""}"
288,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q6KD,,,,,,glb,,33279,18734,,1,3,,D/B071J7Q6KD.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q6KD"",""extent_x"":""0.8545464277267456"",""extent_y"":""0.9267301559448242"",""extent_z"":""0.8003071546554565"",""faces"":""33279"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B071J7Q6KD.glb"",""textures"":""3"",""vertices"":""18734""}"
289,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q9WM,,,,,,glb,,10636,6002,,1,3,,M/B071J7Q9WM.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q9WM"",""extent_x"":""1.0172624588012695"",""extent_y"":""0.42265158891677856"",""extent_z"":""1.0225973725318909"",""faces"":""10636"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B071J7Q9WM.glb"",""textures"":""3"",""vertices"":""6002""}"
290,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q9WN,,,,,,glb,,26216,14554,,1,3,,N/B071J7Q9WN.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q9WN"",""extent_x"":""0.6510983109474182"",""extent_y"":""0.7771704196929932"",""extent_z"":""0.8006762266159058"",""faces"":""26216"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B071J7Q9WN.glb"",""textures"":""3"",""vertices"":""14554""}"
291,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q9X4,,,,,,glb,,25278,13979,,1,3,,4/B071J7Q9X4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q9X4"",""extent_x"":""0.7041955590248108"",""extent_y"":""0.8471994400024414"",""extent_z"":""0.8575274348258972"",""faces"":""25278"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B071J7Q9X4.glb"",""textures"":""3"",""vertices"":""13979""}"
292,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071J7Q9XR,,,,,,glb,,29184,17552,,1,3,,R/B071J7Q9XR.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071J7Q9XR"",""extent_x"":""0.8585964638735398"",""extent_y"":""0.8552764744690371"",""extent_z"":""1.0081525102401665"",""faces"":""29184"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""R/B071J7Q9XR.glb"",""textures"":""3"",""vertices"":""17552""}"
293,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071JLRR3T,,,,,,glb,,61456,54041,,1,3,,T/B071JLRR3T.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071JLRR3T"",""extent_x"":""0.9144000113010406"",""extent_y"":""1.8287999629974365"",""extent_z"":""0.4572000503540039"",""faces"":""61456"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B071JLRR3T.glb"",""textures"":""3"",""vertices"":""54041""}"
294,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071KX42WG,,,,,,glb,,13818,8931,,1,3,,G/B071KX42WG.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071KX42WG"",""extent_x"":""1.0105561017990112"",""extent_y"":""0.9263839721679688"",""extent_z"":""0.02317967638373375"",""faces"":""13818"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B071KX42WG.glb"",""textures"":""3"",""vertices"":""8931""}"
295,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071KX4RX7,,,,,,glb,,324,244,,1,3,,7/B071KX4RX7.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071KX4RX7"",""extent_x"":""0.8123587369918823"",""extent_y"":""2.0308969020843506"",""extent_z"":""0.03245658800005913"",""faces"":""324"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B071KX4RX7.glb"",""textures"":""3"",""vertices"":""244""}"
296,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071LD87KZ,,,,,,glb,,868256,457128,,1,3,,Z/B071LD87KZ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B071LD87KZ"",""extent_x"":""0.6084913909435272"",""extent_y"":""1.4102681875228882"",""extent_z"":""0.6048564016819"",""faces"":""868256"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B071LD87KZ.glb"",""textures"":""3"",""vertices"":""457128""}"
297,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B071LDM8NL,,,,,,glb,,8214,6227,,1,4,,L/B071LDM8NL.glb,5.5000,,,preferred_format:glb;textures:4;materials:1,"technical:preferred_format:glb,textures:4,materials:1","{""3dmodel_id"":""B071LDM8NL"",""extent_x"":""0.1232360228896141"",""extent_y"":""0.9198362340778106"",""extent_z"":""0.12323601543903351"",""faces"":""8214"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""4"",""materials"":""1"",""meshes"":""1"",""path"":""L/B071LDM8NL.glb"",""textures"":""4"",""vertices"":""6227""}"
